Datation;Date_Format_1;Jour;Mois;Semaine;Annee;Semaine_Format_2;Trimestre
19/01/2024;20240119;Vendredi;Janvier;S03;2024;2024-Sem03;2024 - T1
20/01/2024;20240120;Samedi;Janvier;S03;2024;2024-Sem03;2024 - T1
21/01/2024;20240121;Dimanche;Janvier;S03;2024;2024-Sem03;2024 - T1
22/01/2024;20240122;Lundi;Janvier;S04;2024;2024-Sem04;2024 - T1
23/01/2024;20240123;Mardi;Janvier;S04;2024;2024-Sem04;2024 - T1
24/01/2024;20240124;Mercredi;Janvier;S04;2024;2024-Sem04;2024 - T1
25/01/2024;20240125;Jeudi;Janvier;S04;2024;2024-Sem04;2024 - T1
26/01/2024;20240126;Vendredi;Janvier;S04;2024;2024-Sem04;2024 - T1
27/01/2024;20240127;Samedi;Janvier;S04;2024;2024-Sem04;2024 - T1
28/01/2024;20240128;Dimanche;Janvier;S04;2024;2024-Sem04;2024 - T1
29/01/2024;20240129;Lundi;Janvier;S05;2024;2024-Sem05;2024 - T1
30/01/2024;20240130;Mardi;Janvier;S05;2024;2024-Sem05;2024 - T1
31/01/2024;20240131;Mercredi;Janvier;S05;2024;2024-Sem05;2024 - T1
01/02/2024;20240201;Jeudi;Février;S05;2024;2024-Sem05;2024 - T1
02/02/2024;20240202;Vendredi;Février;S05;2024;2024-Sem05;2024 - T1
03/02/2024;20240203;Samedi;Février;S05;2024;2024-Sem05;2024 - T1
04/02/2024;20240204;Dimanche;Février;S05;2024;2024-Sem05;2024 - T1
05/02/2024;20240205;Lundi;Février;S06;2024;2024-Sem06;2024 - T1
06/02/2024;20240206;Mardi;Février;S06;2024;2024-Sem06;2024 - T1
07/02/2024;20240207;Mercredi;Février;S06;2024;2024-Sem06;2024 - T1
08/02/2024;20240208;Jeudi;Février;S06;2024;2024-Sem06;2024 - T1
09/02/2024;20240209;Vendredi;Février;S06;2024;2024-Sem06;2024 - T1
10/02/2024;20240210;Samedi;Février;S06;2024;2024-Sem06;2024 - T1
11/02/2024;20240211;Dimanche;Février;S06;2024;2024-Sem06;2024 - T1
12/02/2024;20240212;Lundi;Février;S07;2024;2024-Sem07;2024 - T1
13/02/2024;20240213;Mardi;Février;S07;2024;2024-Sem07;2024 - T1
14/02/2024;20240214;Mercredi;Février;S07;2024;2024-Sem07;2024 - T1
15/02/2024;20240215;Jeudi;Février;S07;2024;2024-Sem07;2024 - T1
16/02/2024;20240216;Vendredi;Février;S07;2024;2024-Sem07;2024 - T1
17/02/2024;20240217;Samedi;Février;S07;2024;2024-Sem07;2024 - T1
18/02/2024;20240218;Dimanche;Février;S07;2024;2024-Sem07;2024 - T1
19/02/2024;20240219;Lundi;Février;S08;2024;2024-Sem08;2024 - T1
20/02/2024;20240220;Mardi;Février;S08;2024;2024-Sem08;2024 - T1
21/02/2024;20240221;Mercredi;Février;S08;2024;2024-Sem08;2024 - T1
22/02/2024;20240222;Jeudi;Février;S08;2024;2024-Sem08;2024 - T1
23/02/2024;20240223;Vendredi;Février;S08;2024;2024-Sem08;2024 - T1
24/02/2024;20240224;Samedi;Février;S08;2024;2024-Sem08;2024 - T1
25/02/2024;20240225;Dimanche;Février;S08;2024;2024-Sem08;2024 - T1
26/02/2024;20240226;Lundi;Février;S09;2024;2024-Sem09;2024 - T1
27/02/2024;20240227;Mardi;Février;S09;2024;2024-Sem09;2024 - T1
28/02/2024;20240228;Mercredi;Février;S09;2024;2024-Sem09;2024 - T1
29/02/2024;20240229;Jeudi;Février;S09;2024;2024-Sem09;2024 - T1
01/03/2024;20240301;Vendredi;Mars;S09;2024;2024-Sem09;2024 - T1
02/03/2024;20240302;Samedi;Mars;S09;2024;2024-Sem09;2024 - T1
03/03/2024;20240303;Dimanche;Mars;S09;2024;2024-Sem09;2024 - T1
04/03/2024;20240304;Lundi;Mars;S10;2024;2024-Sem10;2024 - T1
05/03/2024;20240305;Mardi;Mars;S10;2024;2024-Sem10;2024 - T1
06/03/2024;20240306;Mercredi;Mars;S10;2024;2024-Sem10;2024 - T1
07/03/2024;20240307;Jeudi;Mars;S10;2024;2024-Sem10;2024 - T1
08/03/2024;20240308;Vendredi;Mars;S10;2024;2024-Sem10;2024 - T1
09/03/2024;20240309;Samedi;Mars;S10;2024;2024-Sem10;2024 - T1
10/03/2024;20240310;Dimanche;Mars;S10;2024;2024-Sem10;2024 - T1
11/03/2024;20240311;Lundi;Mars;S11;2024;2024-Sem11;2024 - T1
12/03/2024;20240312;Mardi;Mars;S11;2024;2024-Sem11;2024 - T1
13/03/2024;20240313;Mercredi;Mars;S11;2024;2024-Sem11;2024 - T1
14/03/2024;20240314;Jeudi;Mars;S11;2024;2024-Sem11;2024 - T1
15/03/2024;20240315;Vendredi;Mars;S11;2024;2024-Sem11;2024 - T1
16/03/2024;20240316;Samedi;Mars;S11;2024;2024-Sem11;2024 - T1
17/03/2024;20240317;Dimanche;Mars;S11;2024;2024-Sem11;2024 - T1
18/03/2024;20240318;Lundi;Mars;S12;2024;2024-Sem12;2024 - T1
19/03/2024;20240319;Mardi;Mars;S12;2024;2024-Sem12;2024 - T1
20/03/2024;20240320;Mercredi;Mars;S12;2024;2024-Sem12;2024 - T1
21/03/2024;20240321;Jeudi;Mars;S12;2024;2024-Sem12;2024 - T1
22/03/2024;20240322;Vendredi;Mars;S12;2024;2024-Sem12;2024 - T1
23/03/2024;20240323;Samedi;Mars;S12;2024;2024-Sem12;2024 - T1
24/03/2024;20240324;Dimanche;Mars;S12;2024;2024-Sem12;2024 - T1
25/03/2024;20240325;Lundi;Mars;S13;2024;2024-Sem13;2024 - T1
26/03/2024;20240326;Mardi;Mars;S13;2024;2024-Sem13;2024 - T1
27/03/2024;20240327;Mercredi;Mars;S13;2024;2024-Sem13;2024 - T1
28/03/2024;20240328;Jeudi;Mars;S13;2024;2024-Sem13;2024 - T1
29/03/2024;20240329;Vendredi;Mars;S13;2024;2024-Sem13;2024 - T1
30/03/2024;20240330;Samedi;Mars;S13;2024;2024-Sem13;2024 - T1
31/03/2024;20240331;Dimanche;Mars;S13;2024;2024-Sem13;2024 - T1
01/04/2024;20240401;Lundi;Avril;S14;2024;2024-Sem14;2024 - T2
02/04/2024;20240402;Mardi;Avril;S14;2024;2024-Sem14;2024 - T2
03/04/2024;20240403;Mercredi;Avril;S14;2024;2024-Sem14;2024 - T2
04/04/2024;20240404;Jeudi;Avril;S14;2024;2024-Sem14;2024 - T2
05/04/2024;20240405;Vendredi;Avril;S14;2024;2024-Sem14;2024 - T2
06/04/2024;20240406;Samedi;Avril;S14;2024;2024-Sem14;2024 - T2
07/04/2024;20240407;Dimanche;Avril;S14;2024;2024-Sem14;2024 - T2
08/04/2024;20240408;Lundi;Avril;S15;2024;2024-Sem15;2024 - T2
09/04/2024;20240409;Mardi;Avril;S15;2024;2024-Sem15;2024 - T2
10/04/2024;20240410;Mercredi;Avril;S15;2024;2024-Sem15;2024 - T2
11/04/2024;20240411;Jeudi;Avril;S15;2024;2024-Sem15;2024 - T2
12/04/2024;20240412;Vendredi;Avril;S15;2024;2024-Sem15;2024 - T2
13/04/2024;20240413;Samedi;Avril;S15;2024;2024-Sem15;2024 - T2
14/04/2024;20240414;Dimanche;Avril;S15;2024;2024-Sem15;2024 - T2
15/04/2024;20240415;Lundi;Avril;S16;2024;2024-Sem16;2024 - T2
16/04/2024;20240416;Mardi;Avril;S16;2024;2024-Sem16;2024 - T2
17/04/2024;20240417;Mercredi;Avril;S16;2024;2024-Sem16;2024 - T2
18/04/2024;20240418;Jeudi;Avril;S16;2024;2024-Sem16;2024 - T2
19/04/2024;20240419;Vendredi;Avril;S16;2024;2024-Sem16;2024 - T2
20/04/2024;20240420;Samedi;Avril;S16;2024;2024-Sem16;2024 - T2
21/04/2024;20240421;Dimanche;Avril;S16;2024;2024-Sem16;2024 - T2
22/04/2024;20240422;Lundi;Avril;S17;2024;2024-Sem17;2024 - T2
23/04/2024;20240423;Mardi;Avril;S17;2024;2024-Sem17;2024 - T2
24/04/2024;20240424;Mercredi;Avril;S17;2024;2024-Sem17;2024 - T2
25/04/2024;20240425;Jeudi;Avril;S17;2024;2024-Sem17;2024 - T2
26/04/2024;20240426;Vendredi;Avril;S17;2024;2024-Sem17;2024 - T2
27/04/2024;20240427;Samedi;Avril;S17;2024;2024-Sem17;2024 - T2
28/04/2024;20240428;Dimanche;Avril;S17;2024;2024-Sem17;2024 - T2
29/04/2024;20240429;Lundi;Avril;S18;2024;2024-Sem18;2024 - T2
30/04/2024;20240430;Mardi;Avril;S18;2024;2024-Sem18;2024 - T2
01/05/2024;20240501;Mercredi;Mai;S18;2024;2024-Sem18;2024 - T2
02/05/2024;20240502;Jeudi;Mai;S18;2024;2024-Sem18;2024 - T2
03/05/2024;20240503;Vendredi;Mai;S18;2024;2024-Sem18;2024 - T2
04/05/2024;20240504;Samedi;Mai;S18;2024;2024-Sem18;2024 - T2
05/05/2024;20240505;Dimanche;Mai;S18;2024;2024-Sem18;2024 - T2
06/05/2024;20240506;Lundi;Mai;S19;2024;2024-Sem19;2024 - T2
07/05/2024;20240507;Mardi;Mai;S19;2024;2024-Sem19;2024 - T2
08/05/2024;20240508;Mercredi;Mai;S19;2024;2024-Sem19;2024 - T2
09/05/2024;20240509;Jeudi;Mai;S19;2024;2024-Sem19;2024 - T2
10/05/2024;20240510;Vendredi;Mai;S19;2024;2024-Sem19;2024 - T2
11/05/2024;20240511;Samedi;Mai;S19;2024;2024-Sem19;2024 - T2
12/05/2024;20240512;Dimanche;Mai;S19;2024;2024-Sem19;2024 - T2
13/05/2024;20240513;Lundi;Mai;S20;2024;2024-Sem20;2024 - T2
14/05/2024;20240514;Mardi;Mai;S20;2024;2024-Sem20;2024 - T2
15/05/2024;20240515;Mercredi;Mai;S20;2024;2024-Sem20;2024 - T2
16/05/2024;20240516;Jeudi;Mai;S20;2024;2024-Sem20;2024 - T2
17/05/2024;20240517;Vendredi;Mai;S20;2024;2024-Sem20;2024 - T2
18/05/2024;20240518;Samedi;Mai;S20;2024;2024-Sem20;2024 - T2
19/05/2024;20240519;Dimanche;Mai;S20;2024;2024-Sem20;2024 - T2
20/05/2024;20240520;Lundi;Mai;S21;2024;2024-Sem21;2024 - T2
21/05/2024;20240521;Mardi;Mai;S21;2024;2024-Sem21;2024 - T2
22/05/2024;20240522;Mercredi;Mai;S21;2024;2024-Sem21;2024 - T2
23/05/2024;20240523;Jeudi;Mai;S21;2024;2024-Sem21;2024 - T2
24/05/2024;20240524;Vendredi;Mai;S21;2024;2024-Sem21;2024 - T2
25/05/2024;20240525;Samedi;Mai;S21;2024;2024-Sem21;2024 - T2
26/05/2024;20240526;Dimanche;Mai;S21;2024;2024-Sem21;2024 - T2
14/04/2025;20250414;Lundi;Avril;S16;2025;2025-Sem16;2025 - T2
15/04/2025;20250415;Mardi;Avril;S16;2025;2025-Sem16;2025 - T2
16/04/2025;20250416;Mercredi;Avril;S16;2025;2025-Sem16;2025 - T2
17/04/2025;20250417;Jeudi;Avril;S16;2025;2025-Sem16;2025 - T2
18/04/2025;20250418;Vendredi;Avril;S16;2025;2025-Sem16;2025 - T2
19/04/2025;20250419;Samedi;Avril;S16;2025;2025-Sem16;2025 - T2
20/04/2025;20250420;Dimanche;Avril;S16;2025;2025-Sem16;2025 - T2
21/04/2025;20250421;Lundi;Avril;S17;2025;2025-Sem17;2025 - T2
22/04/2025;20250422;Mardi;Avril;S17;2025;2025-Sem17;2025 - T2
23/04/2025;20250423;Mercredi;Avril;S17;2025;2025-Sem17;2025 - T2
24/04/2025;20250424;Jeudi;Avril;S17;2025;2025-Sem17;2025 - T2
25/04/2025;20250425;Vendredi;Avril;S17;2025;2025-Sem17;2025 - T2
26/04/2025;20250426;Samedi;Avril;S17;2025;2025-Sem17;2025 - T2
27/04/2025;20250427;Dimanche;Avril;S17;2025;2025-Sem17;2025 - T2
28/04/2025;20250428;Lundi;Avril;S18;2025;2025-Sem18;2025 - T2
29/04/2025;20250429;Mardi;Avril;S18;2025;2025-Sem18;2025 - T2
30/04/2025;20250430;Mercredi;Avril;S18;2025;2025-Sem18;2025 - T2
01/05/2025;20250501;Jeudi;Mai;S18;2025;2025-Sem18;2025 - T2
02/05/2025;20250502;Vendredi;Mai;S18;2025;2025-Sem18;2025 - T2
03/05/2025;20250503;Samedi;Mai;S18;2025;2025-Sem18;2025 - T2
04/05/2025;20250504;Dimanche;Mai;S18;2025;2025-Sem18;2025 - T2
05/05/2025;20250505;Lundi;Mai;S19;2025;2025-Sem19;2025 - T2
06/05/2025;20250506;Mardi;Mai;S19;2025;2025-Sem19;2025 - T2
07/05/2025;20250507;Mercredi;Mai;S19;2025;2025-Sem19;2025 - T2
08/05/2025;20250508;Jeudi;Mai;S19;2025;2025-Sem19;2025 - T2
09/05/2025;20250509;Vendredi;Mai;S19;2025;2025-Sem19;2025 - T2
10/05/2025;20250510;Samedi;Mai;S19;2025;2025-Sem19;2025 - T2
11/05/2025;20250511;Dimanche;Mai;S19;2025;2025-Sem19;2025 - T2
12/05/2025;20250512;Lundi;Mai;S20;2025;2025-Sem20;2025 - T2
13/05/2025;20250513;Mardi;Mai;S20;2025;2025-Sem20;2025 - T2
14/05/2025;20250514;Mercredi;Mai;S20;2025;2025-Sem20;2025 - T2
15/05/2025;20250515;Jeudi;Mai;S20;2025;2025-Sem20;2025 - T2
16/05/2025;20250516;Vendredi;Mai;S20;2025;2025-Sem20;2025 - T2
17/05/2025;20250517;Samedi;Mai;S20;2025;2025-Sem20;2025 - T2
18/05/2025;20250518;Dimanche;Mai;S20;2025;2025-Sem20;2025 - T2
19/05/2025;20250519;Lundi;Mai;S21;2025;2025-Sem21;2025 - T2
20/05/2025;20250520;Mardi;Mai;S21;2025;2025-Sem21;2025 - T2
21/05/2025;20250521;Mercredi;Mai;S21;2025;2025-Sem21;2025 - T2
22/05/2025;20250522;Jeudi;Mai;S21;2025;2025-Sem21;2025 - T2
23/05/2025;20250523;Vendredi;Mai;S21;2025;2025-Sem21;2025 - T2
24/05/2025;20250524;Samedi;Mai;S21;2025;2025-Sem21;2025 - T2
25/05/2025;20250525;Dimanche;Mai;S21;2025;2025-Sem21;2025 - T2
26/05/2025;20250526;Lundi;Mai;S22;2025;2025-Sem22;2025 - T2
27/05/2025;20250527;Mardi;Mai;S22;2025;2025-Sem22;2025 - T2
28/05/2025;20250528;Mercredi;Mai;S22;2025;2025-Sem22;2025 - T2
29/05/2025;20250529;Jeudi;Mai;S22;2025;2025-Sem22;2025 - T2
30/05/2025;20250530;Vendredi;Mai;S22;2025;2025-Sem22;2025 - T2
31/05/2025;20250531;Samedi;Mai;S22;2025;2025-Sem22;2025 - T2
01/06/2025;20250601;Dimanche;Juin;S22;2025;2025-Sem22;2025 - T2
02/06/2025;20250602;Lundi;Juin;S23;2025;2025-Sem23;2025 - T2
03/06/2025;20250603;Mardi;Juin;S23;2025;2025-Sem23;2025 - T2
04/06/2025;20250604;Mercredi;Juin;S23;2025;2025-Sem23;2025 - T2
05/06/2025;20250605;Jeudi;Juin;S23;2025;2025-Sem23;2025 - T2
06/06/2025;20250606;Vendredi;Juin;S23;2025;2025-Sem23;2025 - T2
07/06/2025;20250607;Samedi;Juin;S23;2025;2025-Sem23;2025 - T2
08/06/2025;20250608;Dimanche;Juin;S23;2025;2025-Sem23;2025 - T2
09/06/2025;20250609;Lundi;Juin;S24;2025;2025-Sem24;2025 - T2
10/06/2025;20250610;Mardi;Juin;S24;2025;2025-Sem24;2025 - T2
11/06/2025;20250611;Mercredi;Juin;S24;2025;2025-Sem24;2025 - T2
12/06/2025;20250612;Jeudi;Juin;S24;2025;2025-Sem24;2025 - T2
13/06/2025;20250613;Vendredi;Juin;S24;2025;2025-Sem24;2025 - T2
14/06/2025;20250614;Samedi;Juin;S24;2025;2025-Sem24;2025 - T2
15/06/2025;20250615;Dimanche;Juin;S24;2025;2025-Sem24;2025 - T2
16/06/2025;20250616;Lundi;Juin;S25;2025;2025-Sem25;2025 - T2
17/06/2025;20250617;Mardi;Juin;S25;2025;2025-Sem25;2025 - T2
18/06/2025;20250618;Mercredi;Juin;S25;2025;2025-Sem25;2025 - T2
19/06/2025;20250619;Jeudi;Juin;S25;2025;2025-Sem25;2025 - T2
20/06/2025;20250620;Vendredi;Juin;S25;2025;2025-Sem25;2025 - T2
21/06/2025;20250621;Samedi;Juin;S25;2025;2025-Sem25;2025 - T2
22/06/2025;20250622;Dimanche;Juin;S25;2025;2025-Sem25;2025 - T2
23/06/2025;20250623;Lundi;Juin;S26;2025;2025-Sem26;2025 - T2
24/06/2025;20250624;Mardi;Juin;S26;2025;2025-Sem26;2025 - T2
25/06/2025;20250625;Mercredi;Juin;S26;2025;2025-Sem26;2025 - T2
26/06/2025;20250626;Jeudi;Juin;S26;2025;2025-Sem26;2025 - T2
27/06/2025;20250627;Vendredi;Juin;S26;2025;2025-Sem26;2025 - T2
28/06/2025;20250628;Samedi;Juin;S26;2025;2025-Sem26;2025 - T2
29/06/2025;20250629;Dimanche;Juin;S26;2025;2025-Sem26;2025 - T2
30/06/2025;20250630;Lundi;Juin;S27;2025;2025-Sem27;2025 - T2
01/07/2025;20250701;Mardi;Juillet;S27;2025;2025-Sem27;2025 - T3
02/07/2025;20250702;Mercredi;Juillet;S27;2025;2025-Sem27;2025 - T3
03/07/2025;20250703;Jeudi;Juillet;S27;2025;2025-Sem27;2025 - T3
04/07/2025;20250704;Vendredi;Juillet;S27;2025;2025-Sem27;2025 - T3
05/07/2025;20250705;Samedi;Juillet;S27;2025;2025-Sem27;2025 - T3
06/07/2025;20250706;Dimanche;Juillet;S27;2025;2025-Sem27;2025 - T3
07/07/2025;20250707;Lundi;Juillet;S28;2025;2025-Sem28;2025 - T3
08/07/2025;20250708;Mardi;Juillet;S28;2025;2025-Sem28;2025 - T3
09/07/2025;20250709;Mercredi;Juillet;S28;2025;2025-Sem28;2025 - T3
10/07/2025;20250710;Jeudi;Juillet;S28;2025;2025-Sem28;2025 - T3
11/07/2025;20250711;Vendredi;Juillet;S28;2025;2025-Sem28;2025 - T3
12/07/2025;20250712;Samedi;Juillet;S28;2025;2025-Sem28;2025 - T3
13/07/2025;20250713;Dimanche;Juillet;S28;2025;2025-Sem28;2025 - T3
14/07/2025;20250714;Lundi;Juillet;S29;2025;2025-Sem29;2025 - T3
15/07/2025;20250715;Mardi;Juillet;S29;2025;2025-Sem29;2025 - T3
16/07/2025;20250716;Mercredi;Juillet;S29;2025;2025-Sem29;2025 - T3
17/07/2025;20250717;Jeudi;Juillet;S29;2025;2025-Sem29;2025 - T3
18/07/2025;20250718;Vendredi;Juillet;S29;2025;2025-Sem29;2025 - T3
19/07/2025;20250719;Samedi;Juillet;S29;2025;2025-Sem29;2025 - T3
20/07/2025;20250720;Dimanche;Juillet;S29;2025;2025-Sem29;2025 - T3
21/07/2025;20250721;Lundi;Juillet;S30;2025;2025-Sem30;2025 - T3
22/07/2025;20250722;Mardi;Juillet;S30;2025;2025-Sem30;2025 - T3
23/07/2025;20250723;Mercredi;Juillet;S30;2025;2025-Sem30;2025 - T3
24/07/2025;20250724;Jeudi;Juillet;S30;2025;2025-Sem30;2025 - T3
25/07/2025;20250725;Vendredi;Juillet;S30;2025;2025-Sem30;2025 - T3
26/07/2025;20250726;Samedi;Juillet;S30;2025;2025-Sem30;2025 - T3
27/07/2025;20250727;Dimanche;Juillet;S30;2025;2025-Sem30;2025 - T3
28/07/2025;20250728;Lundi;Juillet;S31;2025;2025-Sem31;2025 - T3
29/07/2025;20250729;Mardi;Juillet;S31;2025;2025-Sem31;2025 - T3
30/07/2025;20250730;Mercredi;Juillet;S31;2025;2025-Sem31;2025 - T3
31/07/2025;20250731;Jeudi;Juillet;S31;2025;2025-Sem31;2025 - T3
01/08/2025;20250801;Vendredi;Août;S31;2025;2025-Sem31;2025 - T3
02/08/2025;20250802;Samedi;Août;S31;2025;2025-Sem31;2025 - T3
03/08/2025;20250803;Dimanche;Août;S31;2025;2025-Sem31;2025 - T3
04/08/2025;20250804;Lundi;Août;S32;2025;2025-Sem32;2025 - T3
05/08/2025;20250805;Mardi;Août;S32;2025;2025-Sem32;2025 - T3
06/08/2025;20250806;Mercredi;Août;S32;2025;2025-Sem32;2025 - T3
07/08/2025;20250807;Jeudi;Août;S32;2025;2025-Sem32;2025 - T3
08/08/2025;20250808;Vendredi;Août;S32;2025;2025-Sem32;2025 - T3
09/08/2025;20250809;Samedi;Août;S32;2025;2025-Sem32;2025 - T3
10/08/2025;20250810;Dimanche;Août;S32;2025;2025-Sem32;2025 - T3
11/08/2025;20250811;Lundi;Août;S33;2025;2025-Sem33;2025 - T3
12/08/2025;20250812;Mardi;Août;S33;2025;2025-Sem33;2025 - T3
13/08/2025;20250813;Mercredi;Août;S33;2025;2025-Sem33;2025 - T3
14/08/2025;20250814;Jeudi;Août;S33;2025;2025-Sem33;2025 - T3
15/08/2025;20250815;Vendredi;Août;S33;2025;2025-Sem33;2025 - T3
16/08/2025;20250816;Samedi;Août;S33;2025;2025-Sem33;2025 - T3
17/08/2025;20250817;Dimanche;Août;S33;2025;2025-Sem33;2025 - T3
18/08/2025;20250818;Lundi;Août;S34;2025;2025-Sem34;2025 - T3
19/08/2025;20250819;Mardi;Août;S34;2025;2025-Sem34;2025 - T3
20/08/2025;20250820;Mercredi;Août;S34;2025;2025-Sem34;2025 - T3
21/08/2025;20250821;Jeudi;Août;S34;2025;2025-Sem34;2025 - T3
22/08/2025;20250822;Vendredi;Août;S34;2025;2025-Sem34;2025 - T3
23/08/2025;20250823;Samedi;Août;S34;2025;2025-Sem34;2025 - T3
24/08/2025;20250824;Dimanche;Août;S34;2025;2025-Sem34;2025 - T3
25/08/2025;20250825;Lundi;Août;S35;2025;2025-Sem35;2025 - T3
26/08/2025;20250826;Mardi;Août;S35;2025;2025-Sem35;2025 - T3
27/08/2025;20250827;Mercredi;Août;S35;2025;2025-Sem35;2025 - T3
28/08/2025;20250828;Jeudi;Août;S35;2025;2025-Sem35;2025 - T3
29/08/2025;20250829;Vendredi;Août;S35;2025;2025-Sem35;2025 - T3
30/08/2025;20250830;Samedi;Août;S35;2025;2025-Sem35;2025 - T3
31/08/2025;20250831;Dimanche;Août;S35;2025;2025-Sem35;2025 - T3
01/09/2025;20250901;Lundi;Septembre;S36;2025;2025-Sem36;2025 - T3
02/09/2025;20250902;Mardi;Septembre;S36;2025;2025-Sem36;2025 - T3
03/09/2025;20250903;Mercredi;Septembre;S36;2025;2025-Sem36;2025 - T3
04/09/2025;20250904;Jeudi;Septembre;S36;2025;2025-Sem36;2025 - T3
05/09/2025;20250905;Vendredi;Septembre;S36;2025;2025-Sem36;2025 - T3
06/09/2025;20250906;Samedi;Septembre;S36;2025;2025-Sem36;2025 - T3
07/09/2025;20250907;Dimanche;Septembre;S36;2025;2025-Sem36;2025 - T3
08/09/2025;20250908;Lundi;Septembre;S37;2025;2025-Sem37;2025 - T3
09/09/2025;20250909;Mardi;Septembre;S37;2025;2025-Sem37;2025 - T3
10/09/2025;20250910;Mercredi;Septembre;S37;2025;2025-Sem37;2025 - T3
11/09/2025;20250911;Jeudi;Septembre;S37;2025;2025-Sem37;2025 - T3
12/09/2025;20250912;Vendredi;Septembre;S37;2025;2025-Sem37;2025 - T3
13/09/2025;20250913;Samedi;Septembre;S37;2025;2025-Sem37;2025 - T3
14/09/2025;20250914;Dimanche;Septembre;S37;2025;2025-Sem37;2025 - T3
15/09/2025;20250915;Lundi;Septembre;S38;2025;2025-Sem38;2025 - T3
16/09/2025;20250916;Mardi;Septembre;S38;2025;2025-Sem38;2025 - T3
17/09/2025;20250917;Mercredi;Septembre;S38;2025;2025-Sem38;2025 - T3
18/09/2025;20250918;Jeudi;Septembre;S38;2025;2025-Sem38;2025 - T3
19/09/2025;20250919;Vendredi;Septembre;S38;2025;2025-Sem38;2025 - T3
20/09/2025;20250920;Samedi;Septembre;S38;2025;2025-Sem38;2025 - T3
21/09/2025;20250921;Dimanche;Septembre;S38;2025;2025-Sem38;2025 - T3
22/09/2025;20250922;Lundi;Septembre;S39;2025;2025-Sem39;2025 - T3
23/09/2025;20250923;Mardi;Septembre;S39;2025;2025-Sem39;2025 - T3
24/09/2025;20250924;Mercredi;Septembre;S39;2025;2025-Sem39;2025 - T3
25/09/2025;20250925;Jeudi;Septembre;S39;2025;2025-Sem39;2025 - T3
26/09/2025;20250926;Vendredi;Septembre;S39;2025;2025-Sem39;2025 - T3
27/09/2025;20250927;Samedi;Septembre;S39;2025;2025-Sem39;2025 - T3
28/09/2025;20250928;Dimanche;Septembre;S39;2025;2025-Sem39;2025 - T3
29/09/2025;20250929;Lundi;Septembre;S40;2025;2025-Sem40;2025 - T3
30/09/2025;20250930;Mardi;Septembre;S40;2025;2025-Sem40;2025 - T3
01/10/2025;20251001;Mercredi;Octobre;S40;2025;2025-Sem40;2025 - T4
02/10/2025;20251002;Jeudi;Octobre;S40;2025;2025-Sem40;2025 - T4
03/10/2025;20251003;Vendredi;Octobre;S40;2025;2025-Sem40;2025 - T4
04/10/2025;20251004;Samedi;Octobre;S40;2025;2025-Sem40;2025 - T4
05/10/2025;20251005;Dimanche;Octobre;S40;2025;2025-Sem40;2025 - T4
06/10/2025;20251006;Lundi;Octobre;S41;2025;2025-Sem41;2025 - T4
07/10/2025;20251007;Mardi;Octobre;S41;2025;2025-Sem41;2025 - T4
08/10/2025;20251008;Mercredi;Octobre;S41;2025;2025-Sem41;2025 - T4
09/10/2025;20251009;Jeudi;Octobre;S41;2025;2025-Sem41;2025 - T4
10/10/2025;20251010;Vendredi;Octobre;S41;2025;2025-Sem41;2025 - T4
11/10/2025;20251011;Samedi;Octobre;S41;2025;2025-Sem41;2025 - T4
12/10/2025;20251012;Dimanche;Octobre;S41;2025;2025-Sem41;2025 - T4
13/10/2025;20251013;Lundi;Octobre;S42;2025;2025-Sem42;2025 - T4
14/10/2025;20251014;Mardi;Octobre;S42;2025;2025-Sem42;2025 - T4
15/10/2025;20251015;Mercredi;Octobre;S42;2025;2025-Sem42;2025 - T4
16/10/2025;20251016;Jeudi;Octobre;S42;2025;2025-Sem42;2025 - T4
17/10/2025;20251017;Vendredi;Octobre;S42;2025;2025-Sem42;2025 - T4
18/10/2025;20251018;Samedi;Octobre;S42;2025;2025-Sem42;2025 - T4
19/10/2025;20251019;Dimanche;Octobre;S42;2025;2025-Sem42;2025 - T4
20/10/2025;20251020;Lundi;Octobre;S43;2025;2025-Sem43;2025 - T4
21/10/2025;20251021;Mardi;Octobre;S43;2025;2025-Sem43;2025 - T4
22/10/2025;20251022;Mercredi;Octobre;S43;2025;2025-Sem43;2025 - T4
23/10/2025;20251023;Jeudi;Octobre;S43;2025;2025-Sem43;2025 - T4
24/10/2025;20251024;Vendredi;Octobre;S43;2025;2025-Sem43;2025 - T4
25/10/2025;20251025;Samedi;Octobre;S43;2025;2025-Sem43;2025 - T4
26/10/2025;20251026;Dimanche;Octobre;S43;2025;2025-Sem43;2025 - T4
27/10/2025;20251027;Lundi;Octobre;S44;2025;2025-Sem44;2025 - T4
28/10/2025;20251028;Mardi;Octobre;S44;2025;2025-Sem44;2025 - T4
29/10/2025;20251029;Mercredi;Octobre;S44;2025;2025-Sem44;2025 - T4
30/10/2025;20251030;Jeudi;Octobre;S44;2025;2025-Sem44;2025 - T4
31/10/2025;20251031;Vendredi;Octobre;S44;2025;2025-Sem44;2025 - T4
01/11/2025;20251101;Samedi;Novembre;S44;2025;2025-Sem44;2025 - T4
02/11/2025;20251102;Dimanche;Novembre;S44;2025;2025-Sem44;2025 - T4
03/11/2025;20251103;Lundi;Novembre;S45;2025;2025-Sem45;2025 - T4
04/11/2025;20251104;Mardi;Novembre;S45;2025;2025-Sem45;2025 - T4
